23,10.675,10.519,10.6435,10.5765,10.903,10.7775,10.6605
24,10.826,10.6745,10.709,11.126,11.195,11.126,11.066
14,10.585,10.498,10.074,10.135,9.685,10.2545,9.7065
4,9.918,10.115,10.1475,9.884,9.7965,9.126,8.9465
15,8.877,9.6775,9.6865,9.6015,9.9635,10.3265,10.546
17,10.7615,10.627,10.5,10.809,10.995,10.863,10.5695
11,10.828,10.9765,11.1285,11.339,11.965,12.0845,11.6625
22,11.5935,11.1615,11.1805,11.4925,11.2105,11.4855,11.122
20,10.8115,10.599,10.625,10.975,11.0755,11.237,11.566
22,11.774,11.8405,11.8075,12.3355,12.1165,12.194,11.5765
22,11.6805,11.739,11.8805,11.3575,9.92,10.339,10.866
15,10.6755,10.605,10.781,10.9145,10.824,10.85,10.8995
13,10.561,10.5395,10.8695,10.9465,10.8915,10.5995,10.226
17,9.857,9.4625,9.617,9.4495,9.12,9.7075,9.4195
22,9.6145,9.8565,9.8015,9.812,9.5995,9.766,9.524
7,9.6515,9.476,9.0255,9.0105,9.063,9.063,8.9665
14,9.126,8.7175,8.9515,8.864,8.8135,8.6945,8.693
22,8.655,8.9515,8.8755,8.8805,9.1305,8.928,8.967
8,8.945,8.7965,8.921,9.083,9.472,9.7225,9.5465
22,9.3045,9.35,9.39,9.666,9.7685,9.6075,9.722
15,8.973,9.086,9.384,9.157,9.2095,9.274,9.249
14,9.277,9.5795,9.565,9.2235,8.9965,9.125,9.113
22,9.029,8.9445,8.9565,8.9265,9.19,8.9845,9.002
6,8.965,9.013,9.0545,9.1885,9.382,9.216,9.1695
1,9.2295,9.113,9.2215,9.2525,9.276,9.6165,9.5865
2,9.62,9.752,10.1435,10.272,10.058,10.2305,10.1255
3,9.9025,9.983,9.6995,9.7195,9.5935,9.349,9.3985
5,9.5345,9.423,9.275,9.4195,9.5535,9.555,9.499
20,9.412,9.5165,9.721,9.7995,11.3425,11.595,11.502
22,11.5125,11.4725,11.1995,11.258,11.195,11.149,11.3345
12,11.384,11.1465,11.2195,11.203,10.918,10.6925,10.9055
22,10.7665,10.864,10.762,10.6445,10.7375,10.4615,10.6455
2,10.411,10.7285,10.6605,10.882,10.94,10.924,10.825
20,10.821,10.7365,10.7225,10.9175,11.133,11.2015,11.151
22,11.0285,11.108,11.0035,11.2805,11.281,11.0655,11.4175
3,11.466,11.4765,11.353,11.2525,11.2525,10.975,10.9185
20,10.768,10.9195,10.8005,10.8465,10.8735,11.3085,11.4145
22,11.3005,11.152,10.8525,11.0005,11.866,11.8045,11.665
21,11.6045,11.5405,11.7485,11.6995,11.828,11.719,11.703
2,11.6375,11.622,11.6595,11.871,12.0775,12.0585,12.0175
22,11.9725,12.155,12.06,12.287,12.196,12.3055,12.356
20,12.311,12.4135,12.394,12.311,12.569,12.957,12.8545
22,12.7835,12.7815,13.012,13.0635,12.9,12.9375,13.084
14,13.0405,12.8735,12.74,12.623,12.4835,12.8295,12.716
18,12.6005,12.53,12.796,13.0235,12.9255,12.953,12.548
22,12.2495,12.211,12.118,12.209,12.197,12.3745,12.2425
14,12.0,11.689,11.7155,11.4245,11.146,11.912,11.6445
16,11.607,11.621,11.7165,11.878,11.603,11.3675,11.3155
14,11.3235,11.33,11.1475,11.03,11.2615,11.4855,11.689
1,11.9015,11.994,12.181,12.17,12.3555,12.5635,12.6025
22,12.5165,12.6245,12.698,12.6685,12.6635,12.3885,12.5345
22,12.588,12.5625,12.4595,12.693,13.02,12.8995,13.075
5,12.846,12.931,12.4315,12.4155,12.259,12.5435,12.8655
22,12.924,12.9575,13.423,13.319,13.3175,13.267,13.397
14,13.6365,13.595,13.4465,13.524,13.606,13.5095,13.4055
22,13.673,14.1995,13.802,13.0175,13.638,13.275,13.25
16,12.999,13.3445,13.111,13.0115,13.0975,12.8605,12.935
22,13.4735,13.462,13.2545,13.4875,13.3205,13.297,13.271
20,12.9935,12.968,13.1625,13.2135,13.287,13.6555,13.7795
4,13.6895,13.694,13.7095,13.562,13.7065,13.755,13.287
14,13.091,12.8945,12.8205,12.864,12.6695,12.8875,12.801
22,13.0155,13.265,13.3245,13.0805,13.166,12.9515,12.954
11,12.774,12.9475,13.057,13.2385,13.4925,13.6435,13.386
5,13.617,13.37,12.971,13.016,13.1775,13.445,13.439
22,13.735,12.7405,12.487,12.6905,12.4115,12.6275,12.9025
1,12.786,12.8865,12.934,13.008,13.1815,13.2255,13.4165
18,13.328,13.206,13.495,13.3815,13.443,13.148,13.09
22,13.087,13.3645,13.2765,13.3415,13.46,13.344,13.285
6,13.3585,13.3915,13.8435,14.0535,13.739,13.5835,13.7895
6,13.6995,13.903,14.088,13.908,13.672,13.668,13.5305
25,13.6045,13.8785,13.8775,13.8845,14.105,14.1865,14.2015
25,14.294,14.5295,14.5765,14.6165,14.983,15.3775,15.3285
13,15.3435,15.4345,15.2055,15.2615,15.174,15.053,14.947
14,15.17,15.6005,15.305,15.1205,15.061,15.2785,15.2105
12,15.0495,15.0375,14.8455,14.787,14.863,14.8345,14.6985
22,14.567,14.3235,14.241,14.2785,14.3545,14.2285,14.4865
22,14.5005,14.3105,14.0465,14.079,14.199,14.049,14.44
2,14.682,14.705,14.793,14.9855,15.018,14.982,14.943
11,14.896,14.803,15.2085,15.6015,15.603,15.817,15.5745
14,15.7065,15.6325,15.906,15.8005,15.632,16.047501,16.025499
9,15.738,15.952,15.5015,15.1615,14.9115,15.2585,15.5445
1,15.535,15.32,15.5245,15.5385,16.446501,16.322001,16.627001
8,16.337999,16.6105,18.1695,17.908001,18.135,18.054001,18.2015
22,17.950001,17.937,17.9445,17.809,17.177999,17.515499,17.719
6,17.4765,17.811001,18.370001,18.4585,18.309,18.247,18.1285
1,18.445999,18.615499,18.832001,19.068501,19.335501,19.681,19.615
22,19.233,19.298,19.224501,19.3475,19.244499,19.389,19.109501
1,19.0625,19.212,19.4485,19.3825,19.798,19.759501,20.110001
14,20.146,19.959999,20.2195,19.903999,19.668501,19.939501,19.8985
13,19.822001,19.681499,19.901501,20.096001,20.050501,19.882999,19.549
22,19.877001,19.793501,19.790001,19.980499,20.352501,20.226999,19.9935
22,19.379999,19.313999,19.7215,19.209999,20.150499,17.9345,17.307501
18,17.397499,17.3225,17.7295,18.054001,18.043501,18.0895,17.4625
22,17.860001,17.8675,17.682501,17.368999,17.49,17.337999,17.589001
20,17.916,17.99,18.0065,18.105,17.989,18.195,18.6185
21,18.608,18.603001,18.526501,18.441,18.532,18.5755,18.687
3,18.752001,18.938499,18.661501,18.4485,18.031,17.592501,17.7355
17,17.1705,16.9235,16.914499,16.818501,17.1495,17.098,16.681
9,16.15,15.888,16.3535,16.5905,15.8555,15.5865,15.7955
15,15.804,16.184,16.245501,16.543501,16.466,16.229,16.8575
22,15.1915,14.829,15.019,15.2065,15.3945,15.4005,15.5025
22,14.869,14.6355,14.416,14.612,15.143,15.232,14.881
1,14.7595,14.885,14.838,15.0595,15.2505,15.2455,15.612
13,15.541,15.508,15.689,15.6275,15.442,15.3595,15.339
11,16.178499,16.4835,16.375,16.620501,16.76,16.2955,16.313499
16,16.381001,16.281,16.719,16.35,16.209999,16.362,16.208
20,16.372,16.2845,16.2285,16.239,16.619499,16.6425,16.8745
22,16.6775,16.1905,16.498501,16.396,17.309999,17.766001,17.722
22,17.795,17.622499,17.933001,17.988001,18.042,17.907,17.9305
22,16.2005,16.0205,16.0,16.1255,15.6495,15.353,15.6825
20,15.616,15.6945,15.5725,15.84,15.9165,15.966,16.313999
21,16.6605,16.681499,16.7265,16.7565,16.789,16.6455,16.5795
22,16.701,17.091499,17.159,17.000999,16.952,17.118999,16.950001
7,17.297501,17.319,17.117001,16.487499,16.5665,16.525999,16.5595
23,16.1945,16.388,16.200001,16.25,16.566,16.225,16.181499
12,16.4105,16.0965,16.1605,16.091,16.122,15.873,15.9205
22,16.136999,16.110001,15.849,16.135,15.7685,15.5695,15.3225
22,15.4155,15.2985,15.143,15.182,15.3105,15.7665,15.6485
5,15.659,14.353,14.4985,14.7795,14.706,14.9535,15.273
5,15.286,15.1405,14.826,14.832,14.993,15.2555,15.6005
15,15.5755,15.824,16.391001,16.1525,16.2465,16.327,16.527
22,16.6315,16.782,16.752001,16.678499,16.931999,16.299999,16.3155
14,15.825,15.8465,15.6315,15.332,15.625,15.292,15.368
5,15.366,15.3035,14.753,14.944,14.8865,14.995,15.327
6,15.3145,15.1515,15.4545,15.602,15.515,15.5175,15.426
17,15.1095,14.7645,14.921,15.023,14.8465,14.5705,14.737
20,14.6635,14.3475,14.537,14.472,14.8625,15.516,15.6195
24,15.483,15.3375,15.1955,15.589,17.7265,18.223499,18.1775
25,18.237499,18.6945,18.714001,18.528,18.65,18.757,18.8585
17,19.091499,18.7715,18.668501,18.950001,19.183001,19.007,18.929501
22,19.268499,19.24,19.007999,19.283001,19.230499,19.136,19.3915
14,19.004499,18.927999,18.4755,18.318501,18.712,18.528999,18.6675
6,18.596001,18.757,18.662001,18.9245,18.755501,18.7045,18.548
2,18.3675,18.528,18.7295,18.605,18.513,18.612499,18.851999
20,18.720501,19.059999,19.177,19.1325,19.118,19.255501,19.172501
1,19.302,18.778,19.4755,19.559,19.49,19.4995,22.254999
22,21.927999,21.4655,21.4685,21.089001,21.143499,21.152,21.0595
22,20.955,21.344,21.6845,21.6425,21.551001,21.3435,21.614
22,21.299999,21.261999,21.085501,21.193001,21.581499,21.3815,21.2735
6,21.570999,21.328501,21.4615,21.546,21.5495,21.8295,21.539
15,21.3475,21.174999,21.274,21.5385,21.6485,21.496,21.1835
6,21.363001,21.390499,21.9695,21.746,21.814501,22.2995,22.042
1,22.004999,21.905001,21.493,21.7045,21.869499,21.8855,21.802
20,21.836,21.485001,21.7195,22.175501,22.7785,23.2785,23.0595
22,23.774,24.150499,24.405001,24.4,24.4135,24.108999,26.471001
22,26.570499,26.3015,26.450001,26.837999,26.807501,26.751499,26.594999
22,26.8505,26.473,26.131001,26.200001,26.372999,26.2955,26.483
4,26.576,26.761,26.750999,26.646,25.789,24.723499,23.168501
2,23.318501,25.0385,25.918501,25.900499,25.644501,24.827,25.5275
22,25.236,24.950001,25.877001,25.8445,26.112,26.472,26.069
11,26.1185,26.369499,26.943501,27.013,27.4195,26.92,26.803499
5,26.6875,26.2125,25.202999,24.803499,25.5945,26.035999,26.627001
22,27.184,26.874001,27.097,26.658001,26.99,27.509501,27.445
22,27.241501,28.122,28.538,28.657499,28.044001,27.7885,28.195499
1,29.9515,30.4305,30.550501,30.855,31.327499,31.295,31.4175
1,31.265499,32.047501,32.782501,32.968498,32.774502,32.984001,33.662498
22,33.279999,32.1175,32.390499,32.165001,33.176998,33.063499,33.422501
22,33.949501,33.557499,33.766998,33.662998,33.240002,33.952999,33.800499
4,33.3125,33.632,33.491501,33.866501,33.239498,33.116001,32.0075
6,32.8955,32.931999,33.788502,33.532501,33.207001,33.225498,33.157501
13,33.185001,33.1395,33.759998,34.698502,34.453499,33.794498,31.849501
22,31.689501,31.6325,30.396999,30.352501,30.886999,30.894501,29.0905
22,29.65,28.509001,28.724001,28.588499,28.750999,29.819,29.8265
13,30.0625,29.1675,31.7675,29.35,28.740499,27.605,26.553499
5,26.813,25.106501,24.405001,24.1035,24.524,25.191,25.354
22,26.055,26.705,26.25,26.745001,27.975,27.646999,27.702
24,27.7575,27.761499,27.625999,28.952,29.0105,28.8745,28.757
20,28.139999,28.013,27.973499,27.946501,28.480499,28.668501,28.851
5,28.713499,27.972,27.604,27.698999,28.024,28.481501,29.147499
18,28.9935,29.693001,29.9345,29.681999,29.924999,29.6595,29.306999
22,30.104,29.571501,29.73,29.796499,30.158501,30.740999,31.0375
22,31.2945,31.7675,31.395,31.6495,31.549999,31.025,31.309999
24,30.844,30.328501,30.1,32.9795,34.192501,33.566002,33.544998
2,32.954498,33.697498,33.987499,35.1535,35.661499,35.8965,35.495998
22,35.533001,34.7635,34.872501,34.925999,35.139999,34.837502,35.209999
22,35.4175,35.745499,35.612,36.1395,35.972,36.411999,36.277
22,36.336498,36.187,36.332001,36.3825,35.8955,35.762001,35.965
22,35.713001,35.8755,35.3195,35.7005,35.791,35.529999,36.104
1,34.948002,34.568001,35.397499,35.779999,35.780998,36.284,36.404999
5,36.880501,36.828499,37.290501,37.688999,37.4105,37.1315,37.060001
18,36.771999,36.803501,36.997501,37.285999,37.2215,37.243,36.980499
5,36.779499,36.8335,37.630501,37.940498,38.387001,38.028999,37.731998
1,38.038502,38.299,38.327999,38.415501,38.428001,38.562,38.627998
22,38.4245,38.202,38.231499,38.223,37.865501,37.973999,38.122501
2,37.862499,37.960999,38.450001,38.564499,38.379002,38.458,38.530998
22,38.622002,39.443501,39.223999,39.202999,38.007,38.574501,38.050499
25,38.054501,38.484501,38.925999,38.755001,39.011002,39.487,40.235001
1,40.287498,39.958,40.8055,41.436001,41.452499,41.865501,41.837002
22,41.7015,42.217999,42.083,41.9715,42.085499,41.549999,41.704498
22,41.464001,41.147999,40.647499,40.8825,40.884499,40.515999,40.949501
7,41.904499,41.758999,41.129501,40.917999,38.816002,39.491001,39.2705
22,38.278,38.351501,37.752499,39.246498,39.387501,38.594002,37.118999
1,36.9505,35.953499,37.161999,37.324501,37.82,38.007999,39.0
3,39.266499,39.006001,39.018501,38.338501,38.125999,37.5285,37.182499
2,37.016998,37.967999,38.236,38.521,38.366501,38.432999,38.006001
5,38.716999,38.441002,38.049999,37.8885,38.299999,38.561001,38.529999
9,38.317001,38.029499,38.57,38.606499,38.2575,37.4935,37.683498
25,37.859001,39.022499,39.7995,39.846001,39.794998,39.951,40.681999
22,40.856998,40.486,40.374001,40.452,40.4165,40.894001,41.122002
5,41.826,41.9575,41.788502,41.519001,41.174,41.6175,41.997501
1,40.509998,40.382,40.625,40.9855,41.068001,41.373001,41.8265
11,41.8195,42.134998,42.207001,42.253502,42.821999,42.780499,42.609501
23,42.262001,42.431999,42.251999,42.653999,42.445499,42.493999,42.330502
8,42.300999,42.525002,42.650002,42.623001,42.7295,42.626499,42.648499
16,42.671001,42.615501,42.848499,42.16,42.403,42.368999,42.280499
1,42.341,42.799999,43.716,43.817001,44.327,44.5755,45.341499
22,45.464001,44.914001,44.743999,45.352001,45.118,44.811501,44.233501
22,45.099499,45.188999,44.959999,45.103001,44.926498,45.370499,45.381001
2,45.4645,45.918999,46.2495,47.411499,47.347,47.051498,46.876499
25,46.7075,47.452,47.640999,47.447498,47.381001,48.067501,47.898499
22,48.303501,47.237999,47.9245,47.992001,48.533501,48.577,49.017502
20,49.668999,49.789001,49.834999,49.730999,49.797501,50.336498,50.567001
22,50.150002,50.503502,50.5135,48.915501,48.245499,49.039501,48.823502
1,48.2085,49.385502,49.758499,49.629501,50.1115,50.064999,50.187
22,49.699001,48.839001,49.516499,48.796501,48.400002,47.682999,48.57
8,48.257,48.938,49.823502,49.706501,50.3255,50.031502,50.0905
25,50.501999,51.2225,51.343498,51.435001,51.283501,51.947498,51.9935
7,52.639999,52.299999,51.001999,49.389,49.809502,49.794498,49.346001
22,49.379002,49.613499,49.492001,49.100498,47.846001,48.399502,49.165001
14,49.137001,48.909,48.0285,47.9235,47.664501,48.345001,47.900002
24,47.622501,47.263,47.300999,47.702999,48.379501,49.029999,48.912498
14,48.2635,48.389999,48.973499,48.294998,48.897999,49.129002,49.98
3,49.6105,49.3395,48.709499,48.493,48.6605,48.232498,47.755001
24,46.989498,46.93,47.543499,47.82,48.067501,47.959499,47.855
25,48.272499,49.0425,49.479,49.5495,49.360001,49.75,50.046501
4,50.146999,50.317001,50.456501,49.849998,49.330502,49.1455,48.314999
24,48.794998,48.6455,48.621498,55.047501,55.5425,55.264,55.183998
2,54.710999,55.580002,56.033001,56.158501,56.644001,56.456501,56.267502
22,56.4585,56.841999,56.334499,56.864498,56.493999,56.315498,56.974499
22,57.807999,59.299999,59.7915,59.68,58.063499,58.837502,58.1175
1,56.697498,57.078499,57.6175,57.989498,58.099998,58.445999,58.254002
6,58.206501,58.713001,58.957001,59.528999,59.368999,58.881001,58.737999
22,58.417999,58.838001,59.112999,59.305,58.473499,59.4505,60.209999
1,60.4795,61.457001,62.343498,62.634998,62.716499,63.834,65.260002
24,65.242996,64.75,64.666,64.728996,66.365501,68.126999,67.875504
15,68.897499,70.102501,70.884003,71.890999,72.544502,69.5,71.497498
19,69.5,72.141998,70.838997,67.525002,66.980003,69.311501,70.725502
20,72.552498,73.087997,72.434502,73.417503,74.146004,74.266998,75.0
5,76.097504,75.598999,75.622498,74.672501,75.012497,76.180496,76.882004
2,77.25,77.593002,78.944504,79.919502,79.408997,79.550003,79.115997
22,78.584,77.246498,79.3255,79.093002,77.246002,74.778,77.792999
5,74.852501,71.570999,72.366997,68.599503,69.602501,70.528503,72.587502
22,70.261497,70.304001,71.810997,71.352501,72.425003,71.539497,72.074997
13,75.191498,76.391998,77.845497,76.374496,75.892998,73.004501,73.008499
8,75.898003,78.630997,78.306503,79.112999,78.484001,78.603996,79.047501
22,80.007004,79.619499,80.400002,80.454002,80.1455,80.077003,78.806
22,79.363998,79.087997,78.718498,79.273003,79.07,80.093002,80.153503
1,80.5075,80.643501,81.244499,81.481003,82.077003,83.263496,84.817497
22,84.787498,84.464996,84.199501,84.456001,84.9375,85.242996,86.193001
13,85.7985,86.189499,86.738998,87.503998,86.511002,85.783501,83.157501
22,84.554497,83.025497,85.072502,84.989998,85.689003,84.697998,84.986504
1,85.531502,86.950996,87.153503,87.75,89.831001,90.651497,91.124496
5,92.196503,92.146004,90.648499,90.684998,90.099998,91.461998,93.180496
5,90.400002,90.863503,88.960999,88.872002,89.858498,91.716499,91.164497
25,92.387497,93.124001,94.325996,94.926003,94.315002,94.809998,95.982498
23,94.130997,94.325996,94.111,93.835503,94.170998,95.245003,95.144997
1,95.269501,96.384003,96.640999,99.904999,100.119003,100.635498,101.975502
5,99.740997,97.915497,97.6035,96.9505,99.357498,99.5,99.4935
22,98.509499,95.401497,97.052498,96.320999,97.214996,95.750504,96.718002
18,98.727501,98.7425,100.649002,100.150002,100.218002,98.565498,97.638
22,95.471001,94.482498,93.221001,93.515999,87.762497,85.968002,89.430496
22,88.047501,90.998001,91.586502,88.536003,88.2015,89.464996,88.434998
9,83.209999,89.108498,82.140503,76.944,76.521004,79.900497,83.276497
6,83.276497,81.389999,82.140503,87.774498,87.745499,85.621498,81.842499
22,81.558502,79.9505,80.972,79.670502,75.614502,74.773003,75.836502
1,75.102997,79.066498,79.070999,83.887497,83.678497,84.508499,88.617996
22,83.419998,84.959503,81.456497,82.051498,82.162003,83.177002,82.918999
3,79.595497,76.045502,77.573997,74.753998,73.041496,68.872498,67.197998
15,73.544998,73.082001,73.901001,75.098503,76.956497,75.014,78.769501
22,81.475502,82.829002,82.971001,82.810997,82.028,80.860497,83.727997
9,84.189003,84.661003,84.809998,81.608498,82.000999,82.746498,83.528503
22,81.894501,79.694,83.5215,85.936501,81.311501,81.665497,82.940498
17,82.013,80.718498,79.411003,79.550003,81.900497,82.0,81.1325
22,80.397499,81.378998,81.105003,80.972,81.578003,81.650002,81.82
6,82.054497,81.991501,83.586502,84.808502,84.621498,83.447502,81.297501
1,81.040001,83.530998,83.654999,84.540497,84.310997,85.617996,87.107498
22,88.092499,89.863503,90.962997,88.238503,88.712997,89.188004,88.285004
25,88.670998,89.037498,90.709503,90.698997,91.035004,90.943001,91.863998
22,92.492996,91.792,92.366501,92.203499,92.153,92.2435,93.152
15,93.240997,93.084503,94.365501,96.188499,95.087502,95.112503,97.531502
17,96.921501,96.325996,95.575996,95.041,98.123001,97.527496,96.050003
5,95.888496,94.9935,94.499001,91.134003,92.005997,93.557503,95.378502
22,93.449997,92.948502,92.875999,92.984001,90.774002,91.164001,91.821503
5,90.959503,90.816002,88.753502,84.634499,86.477997,86.925003,87.718002
25,90.2015,93.031502,93.184998,92.765999,93.514999,93.483498,94.301498
22,95.068497,95.439499,95.9095,95.565002,95.695,93.913498,94.891502
1,95.213997,94.681503,96.109497,96.7155,96.949997,97.1455,97.615997
23,99.415001,100.870499,100.053497,100.550003,101.0495,100.495003,99.601501
13,98.894997,98.225998,99.281502,99.724503,100.040497,98.691002,97.152496
3,95.622498,94.926498,93.338997,92.765999,91.162003,88.2565,89.391502
22,89.669998,91.644501,90.378998,89.246002,91.217003,88.148003,88.806
22,89.628502,90.806,90.069,91.177002,90.233002,87.481003,88.443497
15,88.091499,88.212502,89.32,88.814499,89.491997,90.030998,92.036003
22,91.675499,91.567497,91.027496,91.149498,92.177498,91.967003,90.391998
22,91.127502,90.873001,91.074997,89.708,89.264999,87.080498,88.416496
22,86.991997,86.272499,86.795502,86.782501,85.661499,86.221001,86.982498
1,86.633003,85.275497,86.099503,86.013,86.596001,86.821503,88.369003
22,88.871498,89.374001,87.875504,89.282997,88.286499,88.108498,89.039001
20,88.066498,88.853996,88.135498,88.999496,88.833,89.571999,90.233002
3,90.085503,89.788498,89.410004,89.293999,88.582497,88.900002,87.655502
22,87.730003,86.974503,87.626503,87.639503,87.276497,86.735497,87.286003
6,88.692001,89.847,90.925499,90.040001,89.080002,88.498001,88.0345
10,87.024002,87.580002,87.475502,86.960503,87.435997,88.016502,88.046997
2,88.460503,89.532997,89.2015,89.613998,89.324997,89.650002,89.460503
22,93.438499,93.489998,92.344498,92.391998,94.900497,93.748497,95.143997
