1,8.8215,9.153,9.265
2,9.3105,9.4625,9.521
8,9.4515,9.331,9.388
9,9.325,9.021,8.834
6,8.8875,8.862,8.6645
2,8.472,8.601,8.6395
9,8.5835,8.454,8.3445
7,8.4525,8.307,8.4035
5,8.3365,8.254,8.235
4,8.0485,8.091,8.226
1,8.13,8.266,8.555
4,8.549,8.4675,8.731
5,8.971,9.0065,9.0065
3,9.147,9.2645,9.138
5,9.2455,9.2355,9.202
2,9.024,9.1145,9.091
5,9.0005,8.917,8.941
2,9.1935,9.2945,9.271
2,9.115,9.8315,9.7535
3,9.7905,10.0595,9.9225
8,9.9985,9.8555,9.88
2,10.04,10.197,10.219
9,10.3035,10.128,9.6255
2,9.7405,9.8545,9.94
9,9.9325,9.811,9.6635
2,9.613,9.75,9.7065
8,9.8345,9.62,9.6825
7,9.416,9.2845,9.3775
6,9.4025,9.484,9.3265
3,9.3145,9.498,9.299
2,9.1825,9.3185,9.386
7,9.7115,9.5815,9.708
2,9.6275,10.0625,10.1175
4,10.209,10.2245,10.4745
4,10.6595,10.7095,10.837
8,10.914,10.6275,10.5615
7,10.675,10.519,10.6435
3,10.5765,10.903,10.7775
3,10.6605,10.826,10.6745
2,10.709,11.126,11.195
6,11.126,11.066,10.585
8,10.498,10.074,10.135
3,9.685,10.2545,9.7065
2,9.918,10.115,10.1475
6,9.884,9.7965,9.126
4,8.9465,8.877,9.6775
4,9.6865,9.6015,9.9635
1,10.3265,10.546,10.7615
7,10.627,10.5,10.809
9,10.995,10.863,10.5695
1,10.828,10.9765,11.1285
2,11.339,11.965,12.0845
6,11.6625,11.5935,11.1615
3,11.1805,11.4925,11.2105
9,11.4855,11.122,10.8115
4,10.599,10.625,10.975
1,11.0755,11.237,11.566
5,11.774,11.8405,11.8075
8,12.3355,12.1165,12.194
5,11.5765,11.6805,11.739
9,11.8805,11.3575,9.92
3,10.339,10.866,10.6755
1,10.605,10.781,10.9145
5,10.824,10.85,10.8995
4,10.561,10.5395,10.8695
6,10.9465,10.8915,10.5995
9,10.226,9.857,9.4625
9,9.617,9.4495,9.12
7,9.7075,9.4195,9.6145
5,9.8565,9.8015,9.812
3,9.5995,9.766,9.524
9,9.6515,9.476,9.0255
5,9.0105,9.063,9.063
3,8.9665,9.126,8.7175
5,8.9515,8.864,8.8135
5,8.6945,8.693,8.655
5,8.9515,8.8755,8.8805
8,9.1305,8.928,8.967
7,8.945,8.7965,8.921
1,9.083,9.472,9.7225
8,9.5465,9.3045,9.35
1,9.39,9.666,9.7685
3,9.6075,9.722,8.973
3,9.086,9.384,9.157
5,9.2095,9.274,9.249
2,9.277,9.5795,9.565
7,9.2235,8.9965,9.125
5,9.113,9.029,8.9445
4,8.9565,8.9265,9.19
5,8.9845,9.002,8.965
4,9.013,9.0545,9.1885
8,9.382,9.216,9.1695
7,9.2295,9.113,9.2215
4,9.2525,9.276,9.6165
4,9.5865,9.62,9.752
3,10.1435,10.272,10.058
9,10.2305,10.1255,9.9025
8,9.983,9.6995,9.7195
8,9.5935,9.349,9.3985
9,9.5345,9.423,9.275
2,9.4195,9.5535,9.555
4,9.499,9.412,9.5165
4,9.721,9.7995,11.3425
5,11.595,11.502,11.5125
8,11.4725,11.1995,11.258
4,11.195,11.149,11.3345
8,11.384,11.1465,11.2195
9,11.203,10.918,10.6925
8,10.9055,10.7665,10.864
8,10.762,10.6445,10.7375
3,10.4615,10.6455,10.411
4,10.7285,10.6605,10.882
5,10.94,10.924,10.825
5,10.821,10.7365,10.7225
2,10.9175,11.133,11.2015
8,11.151,11.0285,11.108
2,11.0035,11.2805,11.281
2,11.0655,11.4175,11.466
8,11.4765,11.353,11.2525
8,11.2525,10.975,10.9185
3,10.768,10.9195,10.8005
4,10.8465,10.8735,11.3085
6,11.4145,11.3005,11.152
1,10.8525,11.0005,11.866
8,11.8045,11.665,11.6045
2,11.5405,11.7485,11.6995
5,11.828,11.719,11.703
5,11.6375,11.622,11.6595
2,11.871,12.0775,12.0585
4,12.0175,11.9725,12.155
2,12.06,12.287,12.196
5,12.3055,12.356,12.311
5,12.4135,12.394,12.311
2,12.569,12.957,12.8545
4,12.7835,12.7815,13.012
8,13.0635,12.9,12.9375
6,13.084,13.0405,12.8735
6,12.74,12.623,12.4835
5,12.8295,12.716,12.6005
1,12.53,12.796,13.0235
6,12.9255,12.953,12.548
5,12.2495,12.211,12.118
4,12.209,12.197,12.3745
9,12.2425,12,11.689
9,11.7155,11.4245,11.146
8,11.912,11.6445,11.607
4,11.621,11.7165,11.878
8,11.603,11.3675,11.3155
6,11.3235,11.33,11.1475
1,11.03,11.2615,11.4855
2,11.689,11.9015,11.994
4,12.181,12.17,12.3555
5,12.5635,12.6025,12.5165
5,12.6245,12.698,12.6685
7,12.6635,12.3885,12.5345
5,12.588,12.5625,12.4595
2,12.693,13.02,12.8995
8,13.075,12.846,12.931
6,12.4315,12.4155,12.259
2,12.5435,12.8655,12.924
2,12.9575,13.423,13.319
5,13.3175,13.267,13.397
6,13.6365,13.595,13.4465
5,13.524,13.606,13.5095
1,13.4055,13.673,14.1995
7,13.802,13.0175,13.638
6,13.275,13.25,12.999
8,13.3445,13.111,13.0115
8,13.0975,12.8605,12.935
6,13.4735,13.462,13.2545
8,13.4875,13.3205,13.297
8,13.271,12.9935,12.968
5,13.1625,13.2135,13.287
5,13.6555,13.7795,13.6895
6,13.694,13.7095,13.562
6,13.7065,13.755,13.287
8,13.091,12.8945,12.8205
7,12.864,12.6695,12.8875
1,12.801,13.0155,13.265
8,13.3245,13.0805,13.166
6,12.9515,12.954,12.774
4,12.9475,13.057,13.2385
3,13.4925,13.6435,13.386
9,13.617,13.37,12.971
1,13.016,13.1775,13.445
3,13.439,13.735,12.7405
3,12.487,12.6905,12.4115
2,12.6275,12.9025,12.786
5,12.8865,12.934,13.008
4,13.1815,13.2255,13.4165
4,13.328,13.206,13.495
6,13.3815,13.443,13.148
4,13.09,13.087,13.3645
5,13.2765,13.3415,13.46
5,13.344,13.285,13.3585
1,13.3915,13.8435,14.0535
7,13.739,13.5835,13.7895
1,13.6995,13.903,14.088
8,13.908,13.672,13.668
4,13.5305,13.6045,13.8785
4,13.8775,13.8845,14.105
5,14.1865,14.2015,14.294
5,14.5295,14.5765,14.6165
2,14.983,15.3775,15.3285
6,15.3435,15.4345,15.2055
5,15.2615,15.174,15.053
1,14.947,15.17,15.6005
8,15.305,15.1205,15.061
6,15.2785,15.2105,15.0495
8,15.0375,14.8455,14.787
5,14.863,14.8345,14.6985
8,14.567,14.3235,14.241
5,14.2785,14.3545,14.2285
6,14.4865,14.5005,14.3105
5,14.0465,14.079,14.199
1,14.049,14.44,14.682
4,14.705,14.793,14.9855
5,15.018,14.982,14.943
4,14.896,14.803,15.2085
4,15.6015,15.603,15.817
5,15.5745,15.7065,15.6325
6,15.906,15.8005,15.632
6,16.0475,16.0255,15.738
9,15.952,15.5015,15.1615
1,14.9115,15.2585,15.5445
7,15.535,15.32,15.5245
2,15.5385,16.4465,16.322
7,16.627,16.338,16.6105
7,18.1695,17.908,18.135
6,18.054,18.2015,17.95
5,17.937,17.9445,17.809
1,17.178,17.5155,17.719
1,17.4765,17.811,18.37
5,18.4585,18.309,18.247
2,18.1285,18.446,18.6155
1,18.832,19.0685,19.3355
6,19.681,19.615,19.233
5,19.298,19.2245,19.3475
6,19.2445,19.389,19.1095
4,19.0625,19.212,19.4485
2,19.3825,19.798,19.7595
5,20.11,20.146,19.96
9,20.2195,19.904,19.6685
5,19.9395,19.8985,19.822
2,19.6815,19.9015,20.096
6,20.0505,19.883,19.549
5,19.877,19.7935,19.79
2,19.9805,20.3525,20.227
8,19.9935,19.38,19.314
7,19.7215,19.21,20.1505
8,17.9345,17.3075,17.3975
1,17.3225,17.7295,18.054
6,18.0435,18.0895,17.4625
6,17.86,17.8675,17.6825
5,17.369,17.49,17.338
2,17.589,17.916,17.99
5,18.0065,18.105,17.989
2,18.195,18.6185,18.608
5,18.603,18.5265,18.441
5,18.532,18.5755,18.687
6,18.752,18.9385,18.6615
9,18.4485,18.031,17.5925
9,17.7355,17.1705,16.9235
4,16.9145,16.8185,17.1495
9,17.098,16.681,16.15
1,15.888,16.3535,16.5905
7,15.8555,15.5865,15.7955
2,15.804,16.184,16.2455
6,16.5435,16.466,16.229
9,16.8575,15.1915,14.829
1,15.019,15.2065,15.3945
6,15.4005,15.5025,14.869
7,14.6355,14.416,14.612
6,15.143,15.232,14.881
5,14.7595,14.885,14.838
2,15.0595,15.2505,15.2455
5,15.612,15.541,15.508
6,15.689,15.6275,15.442
4,15.3595,15.339,16.1785
4,16.4835,16.375,16.6205
8,16.76,16.2955,16.3135
4,16.381,16.281,16.719
5,16.35,16.21,16.362
2,16.208,16.372,16.2845
4,16.2285,16.239,16.6195
3,16.6425,16.8745,16.6775
2,16.1905,16.4985,16.396
2,17.31,17.766,17.722
4,17.795,17.6225,17.933
5,17.988,18.042,17.907
9,17.9305,16.2005,16.0205
6,16,16.1255,15.6495
2,15.353,15.6825,15.616
4,15.6945,15.5725,15.84
4,15.9165,15.966,16.314
5,16.6605,16.6815,16.7265
5,16.7565,16.789,16.6455
4,16.5795,16.701,17.0915
5,17.159,17.001,16.952
4,17.119,16.95,17.2975
9,17.319,17.117,16.4875
5,16.5665,16.526,16.5595
3,16.1945,16.388,16.2
3,16.25,16.566,16.225
3,16.1815,16.4105,16.0965
5,16.1605,16.091,16.122
4,15.873,15.9205,16.137
7,16.11,15.849,16.135
9,15.7685,15.5695,15.3225
6,15.4155,15.2985,15.143
4,15.182,15.3105,15.7665
6,15.6485,15.659,14.353
2,14.4985,14.7795,14.706
2,14.9535,15.273,15.286
8,15.1405,14.826,14.832
1,14.993,15.2555,15.6005
1,15.5755,15.824,16.391
5,16.1525,16.2465,16.327
5,16.527,16.6315,16.782
4,16.752,16.6785,16.932
6,16.3,16.3155,15.825
9,15.8465,15.6315,15.332
8,15.625,15.292,15.368
6,15.366,15.3035,14.753
5,14.944,14.8865,14.995
6,15.327,15.3145,15.1515
5,15.4545,15.602,15.515
6,15.5175,15.426,15.1095
2,14.7645,14.921,15.023
7,14.8465,14.5705,14.737
7,14.6635,14.3475,14.537
1,14.472,14.8625,15.516
5,15.6195,15.483,15.3375
1,15.1955,15.589,17.7265
5,18.2235,18.1775,18.2375
5,18.6945,18.714,18.528
5,18.65,18.757,18.8585
8,19.0915,18.7715,18.6685
2,18.95,19.183,19.007
2,18.9295,19.2685,19.24
2,19.008,19.283,19.2305
3,19.136,19.3915,19.0045
8,18.928,18.4755,18.3185
5,18.712,18.529,18.6675
5,18.596,18.757,18.662
5,18.9245,18.7555,18.7045
5,18.548,18.3675,18.528
5,18.7295,18.605,18.513
2,18.6125,18.852,18.7205
5,19.06,19.177,19.1325
5,19.118,19.2555,19.1725
7,19.302,18.778,19.4755
5,19.559,19.49,19.4995
9,22.255,21.928,21.4655
8,21.4685,21.089,21.1435
5,21.152,21.0595,20.955
2,21.344,21.6845,21.6425
4,21.551,21.3435,21.614
5,21.3,21.262,21.0855
2,21.193,21.5815,21.3815
3,21.2735,21.571,21.3285
5,21.4615,21.546,21.5495
8,21.8295,21.539,21.3475
4,21.175,21.274,21.5385
6,21.6485,21.496,21.1835
4,21.363,21.3905,21.9695
4,21.746,21.8145,22.2995
5,22.042,22.005,21.905
5,21.493,21.7045,21.8695
5,21.8855,21.802,21.836
1,21.485,21.7195,22.1755
2,22.7785,23.2785,23.0595
1,23.774,24.1505,24.405
6,24.4,24.4135,24.109
6,26.471,26.5705,26.3015
2,26.45,26.838,26.8075
5,26.7515,26.595,26.8505
8,26.473,26.131,26.2
5,26.373,26.2955,26.483
5,26.576,26.761,26.751
9,26.646,25.789,24.7235
4,23.1685,23.3185,25.0385
5,25.9185,25.9005,25.6445
3,24.827,25.5275,25.236
2,24.95,25.877,25.8445
3,26.112,26.472,26.069
4,26.1185,26.3695,26.9435
3,27.013,27.4195,26.92
6,26.8035,26.6875,26.2125
7,25.203,24.8035,25.5945
1,26.036,26.627,27.184
6,26.874,27.097,26.658
2,26.99,27.5095,27.445
1,27.2415,28.122,28.538
8,28.6575,28.044,27.7885
1,28.1955,29.9515,30.4305
4,30.5505,30.855,31.3275
5,31.295,31.4175,31.2655
2,32.0475,32.7825,32.9685
4,32.7745,32.984,33.6625
8,33.28,32.1175,32.3905
2,32.165,33.177,33.0635
3,33.4225,33.9495,33.5575
6,33.767,33.663,33.24
6,33.953,33.8005,33.3125
4,33.632,33.4915,33.8665
6,33.2395,33.116,32.0075
4,32.8955,32.932,33.7885
5,33.5325,33.207,33.2255
5,33.1575,33.185,33.1395
2,33.76,34.6985,34.4535
8,33.7945,31.8495,31.6895
8,31.6325,30.397,30.3525
6,30.887,30.8945,29.0905
8,29.65,28.509,28.724
4,28.5885,28.751,29.819
6,29.8265,30.0625,29.1675
9,31.7675,29.35,28.7405
8,27.605,26.5535,26.813
9,25.1065,24.405,24.1035
2,24.524,25.191,25.354
3,26.055,26.705,26.25
3,26.745,27.975,27.647
5,27.702,27.7575,27.7615
2,27.626,28.952,29.0105
6,28.8745,28.757,28.14
5,28.013,27.9735,27.9465
5,28.4805,28.6685,28.851
9,28.7135,27.972,27.604
1,27.699,28.024,28.4815
4,29.1475,28.9935,29.693
5,29.9345,29.682,29.925
7,29.6595,29.307,30.104
5,29.5715,29.73,29.7965
2,30.1585,30.741,31.0375
3,31.2945,31.7675,31.395
6,31.6495,31.55,31.025
9,31.31,30.844,30.3285
1,30.1,32.9795,34.1925
6,33.566,33.545,32.9545
4,33.6975,33.9875,35.1535
6,35.6615,35.8965,35.496
8,35.533,34.7635,34.8725
5,34.926,35.14,34.8375
5,35.21,35.4175,35.7455
2,35.612,36.1395,35.972
5,36.412,36.277,36.3365
5,36.187,36.332,36.3825
5,35.8955,35.762,35.965
6,35.713,35.8755,35.3195
5,35.7005,35.791,35.53
9,36.104,34.948,34.568
2,35.3975,35.78,35.781
4,36.284,36.405,36.8805
1,36.8285,37.2905,37.689
5,37.4105,37.1315,37.06
5,36.772,36.8035,36.9975
5,37.286,37.2215,37.243
5,36.9805,36.7795,36.8335
4,37.6305,37.9405,38.387
5,38.029,37.732,38.0385
5,38.299,38.328,38.4155
5,38.428,38.562,38.628
